Variable,Type,NumUniqueValues,Variable_Type,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
c1170f_index_max_dd,numerical,563,Date_Difference,563,1815,69068,0.974394424615211,1614,66,1548,0.040892193308550186,0.0015904112498925371,0.022769916623167755,0.021249195106245976,0.022839606356138513,208.6787878787879,219.81944444444446,208.21858864027539,0.05559192633851931,0.0141,0.0141,0.54819,0.7531713963963963,1.385658914728682,0,11,42.75,178.5,335.25,561.2,728,0,0,43,157,330,518.8,730
c1170f_index_min_dd,numerical,663,Date_Difference,663,1815,69068,0.974394424615211,1690,69,1621,0.04082840236686391,0.0017016002851136351,0.023842106005671316,0.022215067611075338,0.023916667896188973,326.5465564738292,310.40277777777777,327.2134251290878,0.051480093781534945,-0.01362,0.01362,0.56186,0.7626854790863244,1.731030228254164,0,21.200000000000003,94.75,276.5,554,652.9000000000002,728,0,17.200000000000017,112,323,527,654.8,730
c1170f_max_min_dd,numerical,397,Date_Difference,397,1815,69068,0.974394424615211,641,21,620,0.0327613104524181,0.002386538422787407,0.00904307097611557,0.006761107533805538,0.009147645956592945,117.86776859504133,90.58333333333333,118.9948364888124,0.2410455673687398,-0.02874,0.02874,0.22095,0.4390530598958333,0.7458254269449716,0,0,0,0,125.25,352.79999999999995,726,0,0,0,0,226.5,428,727
c11721_claim_cnt,numerical,18,NA,18,70883,0,0,1601,64,1537,0.03997501561524047,0.0020720293087209476,0.022586515807739516,0.0206052801030264,0.022677309411747348,0.07080682251033393,0.07372826786864134,0.07067294214851645,0.04315015999593792,-0.0028,0.0028,0.45585,0.68287942043222,0.90670752599585,0,0,0,0,0,0,12,0,0,0,0,0,0,20
c11721_flag,numerical,2,NA,2,70883,0,0,1601,64,1537,0.03997501561524047,0.0020720293087209476,0.022586515807739516,0.0206052801030264,0.022677309411747348,0.022586515807739516,0.0206052801030264,0.022677309411747348,0.0917374475265877,-0.00285,0.00285,0.44727,0.6770182765464771,0.90670752599585,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c11721_index_max_dd,numerical,546,Date_Difference,546,1601,69282,0.9774134841922605,1593,64,1529,0.040175768989328314,0.001953995167345554,0.022473653767475982,0.0206052801030264,0.022559275270371954,208.0056214865709,219.09375,207.54391672088485,0.05552654392977942,-0.00679,0.00679,0.78597,0.8963763079222721,Inf,1,9.3,30.5,123,372.75,560.3000000000002,718,0,20,47,124,333,540,728
c11721_index_min_dd,numerical,635,Date_Difference,635,1601,69282,0.9774134841922605,1596,64,1532,0.040100250626566414,0.001998257970361326,0.022515977032574807,0.0206052801030264,0.022603538073387726,408.2885696439725,454.515625,406.3636955107352,0.11793602140577494,0.04115,0.04115,0.09977,0.26338589151759956,Inf,1,91.40000000000003,323,514.5,651.25,716.7,730,0,70,205,417,630,697.4000000000001,730
c11721_max_min_dd,numerical,437,Date_Difference,437,1601,69282,0.9774134841922605,940,43,897,0.045744680851063826,6.095944675049425e-4,0.013261289730965112,0.013844172569220863,0.01323457810171592,200.28294815740162,235.421875,198.81977878985035,0.18275193443519816,0.03578,0.03578,0.1524,0.3486008245877062,1.4609545044327652,0,0,0,143.5,417.5,583.6000000000001,712,0,0,0,98,371,582.2000000000003,721
c17000_claim_cnt,numerical,15,NA,15,70883,0,0,2740,146,2594,0.05328467153284672,0.008733224894057853,0.038655248790260006,0.04700579523502898,0.038272570340971125,0.06485334988643257,0.0853187379265937,0.06391548755477522,0.33002536352090694,0.00934,0.00934,0.0129,0.05925451807228915,1.2394400279230657,0,0,0,0,0,0,9,0,0,0,0,0,0,18
c17000_flag,numerical,2,NA,2,70883,0,0,2740,146,2594,0.05328467153284672,0.008733224894057853,0.038655248790260006,0.04700579523502898,0.038272570340971125,0.038655248790260006,0.04700579523502898,0.038272570340971125,0.22592597816259227,0.00927,0.00927,0.01355,0.061621520874751486,1.2394400279230657,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c17000_index_max_dd,numerical,695,Date_Difference,695,2740,68143,0.96134475120974,2725,146,2579,0.053577981651376144,0.008954538909136715,0.038443632464765884,0.04700579523502898,0.03805125632589226,295.8989051094891,300.95205479452056,295.61449498843484,0.01803845743907267,0.00708,0.00708,0.71096,0.8581232524399894,Inf,2,47,120.25,278.5,469.25,613,708,0,44,111.25,260,467.75,613,730
c17000_index_min_dd,numerical,705,Date_Difference,705,2740,68143,0.96134475120974,2730,146,2584,0.05347985347985348,0.008880767570777097,0.03851417123993059,0.04700579523502898,0.03812502766425188,402.5930656934307,432.63013698630135,400.902467232074,0.0788082867239138,0.03175,0.03175,0.096560000000000007,0.2583671052631579,Inf,2,121.5,292.5,464,599.5,671.5,723,0,83,215,426,586.75,673,730
c17000_max_min_dd,numerical,423,Date_Difference,423,2740,68143,0.96134475120974,946,54,892,0.05708245243128964,0.004224898323572224,0.01334593626116276,0.017385705086928525,0.0131608067633563,106.69416058394161,131.67808219178082,105.28797224363916,0.2473435266157724,0.02259,0.02259,0.23722,0.45935865425306815,1.1199551569506727,0,0,0,0,268,461.5,642,0,0,0,0,181,398.7000000000003,711
c17003_claim_cnt,numerical,13,NA,13,70883,0,0,2063,109,1954,0.052835676199709164,0.006263528644527137,0.029104298632958537,0.035093367675466836,0.028829839030939698,0.04772653527644146,0.06342562781712814,0.0470070968027502,0.34401263195156717,0.00772,0.00772,0.03984,0.13776870748299322,1.2251601652829904,0,0,0,0,0,0,8,0,0,0,0,0,0,18
c17003_flag,numerical,2,NA,2,70883,0,0,2063,109,1954,0.052835676199709164,0.006263528644527137,0.029104298632958537,0.035093367675466836,0.028829839030939698,0.029104298632958537,0.035093367675466836,0.028829839030939698,0.2152097435336971,0.00763,0.00763,0.0423,0.1438439821693908,1.2251601652829904,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c17003_index_max_dd,numerical,659,Date_Difference,659,2063,68820,0.9708957013670415,2056,109,1947,0.05301556420233463,0.006366808518230606,0.029005544347727945,0.035093367675466836,0.02872655915723623,295.96606883179834,287.4954128440367,296.43858751279424,0.030216891767549433,-0.01022,0.01022,0.64269,0.8175093828190159,Inf,2,48.2,108,223,442,608.4000000000001,708,0,47.30000000000001,114.25,262.5,465,611.7,730
c17003_index_min_dd,numerical,691,Date_Difference,691,2063,68820,0.9708957013670415,2057,109,1948,0.052989790957705396,0.006352054250558681,0.029019652102760887,0.035093367675466836,0.028741313424908155,398.651963160446,427.23853211009174,397.057318321392,0.07570817800426245,0.03028,0.03028,0.16913,0.3716473342939481,Inf,2,121.20000000000002,277,455,600,665.4,708,0,86,211,419,582,668,730
c17003_max_min_dd,numerical,355,Date_Difference,355,2063,68820,0.9708957013670415,692,46,646,0.06647398843930635,0.005278788157987255,0.009762566482795592,0.014810045074050225,0.00953125691606297,102.6858943286476,139.74311926605503,100.61873080859775,0.38101034921348736,0.04904,0.04904,0.02593,0.10065776081424938,1.4784018870706177,0,0,0,0,293,433.6,642,0,0,0,0,175,378,711
c17110_claim_cnt,numerical,15,NA,15,70883,0,0,1176,52,1124,0.04421768707482993,1.57993220466255e-4,0.01659071991873933,0.01674179008370895,0.016583796863242694,0.025238773753932537,0.03316162266580811,0.02487569529486404,0.32830150354087684,3.3e-4,3.3e-4,0.93013,0.9636480500450857,1.0096891772530978,0,0,0,0,0,0,7,0,0,0,0,0,0,24
c17110_flag,numerical,2,NA,2,70883,0,0,1176,52,1124,0.04421768707482993,1.57993220466255e-4,0.01659071991873933,0.01674179008370895,0.016583796863242694,0.01659071991873933,0.01674179008370895,0.016583796863242694,0.009522987624412884,2.5e-4,2.5e-4,0.94626,0.9693550156739812,1.0096891772530978,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c17110_index_max_dd,numerical,558,Date_Difference,558,1176,69707,0.9834092800812607,1171,52,1119,0.0444064901793339,2.3176455882587682e-4,0.016520181143574623,0.01674179008370895,0.016510025524883072,318.7899659863946,264.1730769230769,321.3167259786477,0.17925171791012265,-0.05386,0.05386,0.06483,0.19746820905459386,Inf,5,42.900000000000006,95.75,222.5,370.5,613.0999999999999,708,0,53,128,288.5,504,651.7,730
c17110_index_min_dd,numerical,563,Date_Difference,563,1176,69707,0.9834092800812607,1172,52,1120,0.04436860068259386,2.1701029115395176e-4,0.016534288898607565,0.01674179008370895,0.016524779792554997,372.6896258503401,367.3269230769231,372.93772241992883,0.015054884691796734,-0.00553,0.00553,0.8497,0.9199474088973024,Inf,5,78.10000000000002,207.5,349,575.75,670.5,708,0,72.30000000000001,187.75,371,566.25,674.7,730
c17110_max_min_dd,numerical,179,Date_Difference,179,1176,69707,0.9834092800812607,266,18,248,0.06766917293233082,0.002136176646338997,0.003752662838762468,0.005795235028976175,0.0036590583826371778,53.89965986394558,103.15384615384616,51.620996441281136,0.9560885883629897,0.06896,0.06896,0.01803,0.07581548713235295,1.8700189753320686,0,0,0,0,177.25,404.4999999999999,670,0,0,0,0,0,202.70000000000005,698
c2022f_claim_cnt,numerical,11,NA,11,70883,0,0,942,49,893,0.05201698513800425,0.0026003565478513613,0.013289505241030996,0.015775917578879587,0.013175561031028226,0.021359141119873595,0.023824855119124275,0.02124614544757071,0.12073096277987537,0.00461,0.00461,0.22003,0.4390530598958333,1.2005255868253097,0,0,0,0,0,0,9,0,0,0,0,0,0,12
c2022f_flag,numerical,2,NA,2,70883,0,0,942,49,893,0.05201698513800425,0.0026003565478513613,0.013289505241030996,0.015775917578879587,0.013175561031028226,0.013289505241030994,0.015775917578879587,0.013175561031028226,0.19566992906724848,0.00465,0.00465,0.2159,0.43455455345358557,1.2005255868253097,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c2022f_index_max_dd,numerical,520,Date_Difference,520,942,69941,0.986710494758969,936,48,888,0.05128205128205128,0.002352170384601197,0.013204858710833345,0.015453960077269801,0.013101789692668604,309.1157112526539,318.7142857142857,308.58902575587905,0.03275556560155188,0.00795,0.00795,0.80736,0.9083180477010081,0.2702702702702703,0,38.800000000000004,119,285,506,623.8,699,0,57.2,140,285,461,615,729
c2022f_index_min_dd,numerical,522,Date_Difference,522,942,69941,0.986710494758969,939,48,891,0.051118210862619806,0.0023079075815854236,0.01324718197593217,0.015453960077269801,0.013146052495684377,411.48832271762205,386.85714285714283,412.83986562150056,0.06314328093871087,-0.02561,0.02561,0.43232,0.6670704890387859,0.10774410774410774,0,47.2,223,409,596,649.4000000000001,718,0,112,231,435,590,687.6000000000001,729
c2022f_max_min_dd,numerical,219,Date_Difference,219,942,69941,0.986710494758969,330,12,318,0.03636363636363636,8.283671003544149e-4,0.004655559160870731,0.0038634900193174502,0.004691857119671865,102.37261146496816,68.14285714285714,104.2508398656215,0.35271135713012935,-0.05328,0.05328,0.1022,0.2684070034443169,0.5864354920958694,0,0,0,0,0,333.00000000000006,637,0,0,0,0,188,378,728
c20610_claim_cnt,numerical,25,NA,25,70883,0,0,3420,154,3266,0.04502923976608187,0.0013940170314031483,0.0482485222126603,0.049581455247907275,0.048187438216504126,0.10793843375703624,0.1184803605924018,0.10745533145462324,0.1021418298749389,0.00135,0.00135,0.71867,0.8625308811959088,1.0304382261520104,0,0,0,0,0,0,30,0,0,0,0,0,0,28
c20610_flag,numerical,2,NA,2,70883,0,0,3420,154,3266,0.04502923976608187,0.0013940170314031483,0.0482485222126603,0.049581455247907275,0.048187438216504126,0.0482485222126603,0.049581455247907275,0.048187438216504126,0.02889242960144718,0.00133,0.00133,0.72296,0.864932156862745,1.0304382261520104,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c20610_index_max_dd,numerical,710,Date_Difference,710,3420,67463,0.9517514777873397,3400,154,3246,0.045294117647058825,0.0016891023848416356,0.047966367112001466,0.049581455247907275,0.04789235286306564,289.89619883040933,330.5,287.98162890385794,0.14666757021196927,0.04159,0.04159,0.01499,0.06651721629485936,Inf,3,64.3,116.5,297.5,525.75,638.4,727,0,31,89,251.5,463,618,730
c20610_index_min_dd,numerical,720,Date_Difference,720,3420,67463,0.9517514777873397,3409,154,3255,0.045174537987679675,0.001556313975794317,0.04809333690729794,0.049581455247907275,0.04802514127211296,385.67894736842106,429.8831168831169,383.59461114513164,0.12001823292098959,0.04366,0.04366,0.01066,0.050433815925542906,Inf,13,95.10000000000001,203.25,478.5,628.5,696.7,727,0,60.5,181,399,591,682,730
c20610_max_min_dd,numerical,526,Date_Difference,526,3420,67463,0.9517514777873397,1371,65,1306,0.04741064916119621,0.0016581640251033085,0.019341732150162945,0.02092723760463619,0.01926907357953288,95.7827485380117,99.38311688311688,95.61298224127373,0.03936131192087233,0.00686,0.00686,0.68829,0.8494542082546533,1.0960648347299413,0,0,0,0,103.5,404.4000000000001,708,0,0,0,0,120,372.5,723
c3008f_claim_cnt,numerical,26,NA,26,70883,0,0,1460,50,1410,0.03424657534246575,0.00470564233692361,0.02059732234809475,0.016097875080489377,0.020803517417412987,0.05358125361511223,0.030264005151320026,0.05464980745680688,0.4551181739915283,-0.00683,0.00683,0.06895,0.20520700843608047,0.7701046192120604,0,0,0,0,0,0,6,0,0,0,0,0,0,28
c3008f_flag,numerical,2,NA,2,70883,0,0,1460,50,1410,0.03424657534246575,0.00470564233692361,0.02059732234809475,0.016097875080489377,0.020803517417412987,0.02059732234809475,0.016097875080489377,0.020803517417412987,0.22845893545764126,-0.00678,0.00678,0.07099,0.20872702442159383,0.7701046192120604,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c3008f_index_max_dd,numerical,488,Date_Difference,488,1460,69423,0.9794026776519053,1292,45,1247,0.0348297213622291,0.003910484214448921,0.01822721950256056,0.014488087572440437,0.018398571786889358,173.36986301369862,185.42,172.94255319148937,0.07197010248271771,0.00962,0.00962,0.71347,0.8594834166886023,1.1764234161988774,0,0.9000000000000004,14,124,296.5,530.6,604,0,0,21,92.5,270.75,475.10000000000014,730
c3008f_index_min_dd,numerical,613,Date_Difference,613,1460,69423,0.9794026776519053,1374,48,1326,0.034934497816593885,0.004110198855701561,0.01938405541526177,0.015453960077269801,0.01956415893297136,306.1616438356164,279.34,307.1127659574468,0.09071275424807466,-0.01916,0.01916,0.46443,0.6903077485380117,1.5203619909502264,0,8.8,122.25,217.5,466.75,588.1,714,0,17,89,285.5,501,659.1000000000001,730
c3008f_max_min_dd,numerical,404,Date_Difference,404,1460,69423,0.9794026776519053,662,19,643,0.028700906344410877,0.003369801582461236,0.009339333831807345,0.006117192530585963,0.009486994113047199,132.7917808219178,93.92,134.17021276595744,0.3031077113118585,-0.03309,0.03309,0.20639,0.4230645161290323,0.7310991822605729,0,0,0,0,145.5,336,679,0,0,0,0,242.5,479.40000000000055,730
c3016f_claim_cnt,numerical,17,NA,17,70883,0,0,1074,54,1020,0.05027932960893855,0.002336352061565938,0.015151728905379287,0.017385705086928525,0.015049353025362587,0.03604531410916581,0.058918222794591114,0.03499712291780398,0.6636396565817231,0.00398,0.00398,0.28961,0.5224628351735016,1.1579928301595868,0,0,0,0,0,0,19,0,0,0,0,0,0,16
c3016f_flag,numerical,2,NA,2,70883,0,0,1074,54,1020,0.05027932960893855,0.002336352061565938,0.015151728905379287,0.017385705086928525,0.015049353025362587,0.015151728905379287,0.017385705086928525,0.015049353025362587,0.15419706068899292,0.00391,0.00391,0.29728,0.531,1.1579928301595868,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c3016f_index_max_dd,numerical,478,Date_Difference,478,1074,69809,0.9848482710946207,925,40,885,0.043243243243243246,1.7922682526133257e-4,0.013049673405470988,0.0128783000643915,0.013057526889652832,249.31191806331472,207.87037037037038,251.50588235294117,0.17502377071074962,-0.05362,0.05362,0.07904,0.22460124223602485,0.4358353510895884,0,0,1.75,116,362.5,619.8000000000002,727,0,0,22,201,439.25,588.1,728
c3016f_index_min_dd,numerical,523,Date_Difference,523,1074,69809,0.9848482710946207,1001,46,955,0.04595404595404595,7.197194473627065e-4,0.014121862787974549,0.014810045074050225,0.014090325626687519,367.79143389199254,373.81481481481484,367.47254901960787,0.01724419116588091,0.00728,0.00728,0.81169,0.910613474742521,0.39136125654450254,0,0,120.25,397.5,638,715,727,0,10.900000000000006,127,398.5,585.25,680,729
c3016f_max_min_dd,numerical,303,Date_Difference,303,1074,69809,0.9848482710946207,498,30,468,0.060240963855421686,0.002753727777833145,0.007025662006404921,0.009658725048293626,0.006904997270460481,118.47951582867783,165.94444444444446,115.96666666666667,0.4218263167959429,0.05371,0.05371,0.07851,0.22376478829389787,1.4743589743589742,0,0,0,27.5,272.25,546.0000000000001,696,0,0,0,0,189,385.1,719
c3017f_claim_cnt,numerical,25,NA,25,70883,0,0,1740,83,1657,0.04770114942528736,0.0022746511012341243,0.0245474937573184,0.026722472633612365,0.02444782153237824,0.06362597519856665,0.07018673535093367,0.06332531684789826,0.1078398952883945,0.00303,0.00303,0.41938,0.6568515919205751,1.0955956056873164,0,0,0,0,0,0,15,0,0,0,0,0,0,30
c3017f_flag,numerical,2,NA,2,70883,0,0,1740,83,1657,0.04770114942528736,0.0022746511012341243,0.0245474937573184,0.026722472633612365,0.02444782153237824,0.0245474937573184,0.026722472633612365,0.02444782153237824,0.09266327241883818,0.00301,0.00301,0.42309,0.6590679264555668,1.0955956056873164,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c3017f_index_max_dd,numerical,556,Date_Difference,556,1740,69143,0.9754525062426816,1533,68,1465,0.04435746901500326,2.781079700967387e-4,0.021627188465499485,0.02189311010946555,0.021615002139368813,199.7448275862069,186.93975903614458,200.3862401931201,0.06731829464356077,-0.02651,0.02651,0.26907,0.4979754247572815,0.5941296928327645,0,0,14,72,346,576.2,730,0,0,21,110,349,555.4000000000001,729
c3017f_index_min_dd,numerical,627,Date_Difference,627,1740,69143,0.9754525062426816,1632,78,1554,0.04779411764705882,0.0021845531633933706,0.023023856213760706,0.025112685125563427,0.022928131962170056,320.21379310344827,330.1686746987952,319.7151478575739,0.03264546083386283,0.01042,0.01042,0.66391,0.8310227770177839,1.0339768339768338,0,17.800000000000004,84,255,588.5,676.2,730,0,12.600000000000023,83,301,546,665,730
c3017f_max_min_dd,numerical,427,Date_Difference,427,1740,69143,0.9754525062426816,822,41,781,0.049878345498783457,0.0016771745142285625,0.011596574637078002,0.013200257566001287,0.011523083051772725,120.46896551724137,143.2289156626506,119.32890766445384,0.19839141056437656,0.01702,0.01702,0.47792,0.7008694711538461,1.0949332357783061,0,0,0,0,249.5,515.2,714,0,0,0,0,182,425.6000000000008,721
c3074f_claim_cnt,numerical,23,NA,23,70883,0,0,1617,64,1553,0.039579468150896725,0.0023080975914717347,0.02281223988826658,0.0206052801030264,0.022913377694498135,0.05686836053778762,0.044430135222150675,0.057438364046800534,0.22874281413486877,-0.00314,0.00314,0.40347,0.6422669624217119,0.8971492896402501,0,0,0,0,0,0,7,0,0,0,0,0,0,24
c3074f_flag,numerical,2,NA,2,70883,0,0,1617,64,1553,0.039579468150896725,0.0023080975914717347,0.02281223988826658,0.0206052801030264,0.022913377694498135,0.02281223988826658,0.0206052801030264,0.022913377694498135,0.1011780343700006,-0.00316,0.00316,0.39953,0.6391083041958041,0.8971492896402501,0,0,0,0,0,0,1,0,0,0,0,0,0,1
c3074f_index_max_dd,numerical,535,Date_Difference,535,1617,69266,0.9771877601117335,1456,59,1397,0.040521978021978024,0.0016162193427005124,0.020540891327962982,0.018995492594977462,0.020611711937677975,191.33395176252318,210.296875,190.5524790727624,0.10319337339430296,0.02541,0.02541,0.30724,0.5435510440835267,1.3176807444523981,0,3.3000000000000007,41.25,181.5,345.5,549.4000000000002,630,0,0.20000000000001705,24,119,296,527.5999999999999,730
c3074f_index_min_dd,numerical,653,Date_Difference,653,1617,69266,0.9771877601117335,1532,62,1470,0.04046997389033943,0.0017274083779216104,0.021613080710466543,0.019961365099806824,0.021688773477728435,324.3821892393321,348.703125,323.3799098518995,0.07806598508840071,0.02281,0.02281,0.35933,0.5964751631617115,1.7503401360544215,0,33.20000000000001,180.5,346.5,549.5,688.2,728,0,21,105,295,535,670,730
c3074f_max_min_dd,numerical,439,Date_Difference,439,1617,69266,0.9771877601117335,754,35,719,0.046419098143236075,6.601941002291317e-4,0.010637247294837972,0.011268512556342562,0.01060831845611343,133.0482374768089,138.40625,132.82743077913716,0.041930801389498014,0.02365,0.02365,0.34182,0.5819972087830294,1.399932856937317,0,0,0,38.5,268.5,400.60000000000014,686,0,0,0,0,224,486.79999999999995,728
